Time Stamp,Active Power Inverter 2 (kW),Active Power Inverter 3 (kW),Active Power Inverter 4 (kW),Active Power Inverter 5 (kW),Active Power Inverter 6 (kW),Active Power Inverter 7 (kW),Active Power Inverter 8 (kW),Active Power Inverter 9 (kW),Active Power Inverter 10 (kW),Active Power Inverter 11 (kW),Active Power Inverter 12 (kW),Active Power Inverter 13 (kW),Active Power Inverter 14 (kW),Active Power Inverter 15 (kW),Active Power Inverter 16 (kW),Active Power Inverter 17 (kW),Active Power Inverter 18 (kW),Active Power Inverter 19 (kW),Active Power Inverter 20 (kW),Active Power Inverter 21 (kW),Active Power Inverter 22 (kW),Active Power Inverter 23 (kW),Active Power Inverter 24 (kW),Active Power Inverter 25 (kW),Active Power Inverter 26 (kW),Active Power Inverter 27 (kW),Active Power Inverter 28 (kW),Active Power Inverter 29 (kW),Active Power Inverter 30 (kW),Active Power Inverter 31 (kW),Active Power Inverter 32 (kW),Active Power Inverter 33 (kW),Active Power Inverter 34 (kW),Active Power Inverter 35 (kW),Active Power Inverter 36 (kW),Active Power Inverter 37 (kW),Active Power Inverter 38 (kW),Active Power Inverter 39 (kW),Active Power Inverter 40 (kW),Active Power Inverter 41 (kW),Active Power Inverter 42 (kW),Active Power Inverter 43 (kW),Active Power Inverter 44 (kW),Active Power Inverter 45 (kW),Active Power Inverter 46 (kW),Active Power Inverter 47 (kW),Active Power Inverter 48 (kW),Active Power Inverter 49 (kW),Active Power Inverter 50 (kW),Active Power Inverter 51 (kW),Active Power Inverter 52 (kW),Active Power Inverter 53 (kW),Active Power Inverter 54 (kW),Active Power Inverter 55 (kW),Active Power Inverter 56 (kW),Active Power Inverter 57 (kW),Active Power Inverter 58 (kW),Active Power Inverter 59 (kW),Active Power Inverter 60 (kW),Active Power Inverter 61 (kW),Active Power Inverter 62 (kW),Active Power Inverter 63 (kW),Active Power Inverter 64 (kW),Active Power Inverter 65 (kW),Active Power Inverter 66 (kW),Active Power Inverter 67 (kW),Active Power Inverter 68 (kW),Active Power Inverter 69 (kW),Active Power Inverter 70 (kW),Active Power Inverter 71 (kW),Active Power Inverter 72 (kW),Active Power Inverter 73 (kW),Active Power Inverter 74 (kW),Active Power Inverter 75 (kW),Active Power Inverter 1 (kW)
04:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.013333333333333334,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05:50:00,0.02666666666666667,0.02333333333333333,0.02666666666666667,0.02666666666666667,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.02666666666666667,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.02666666666666667,0.02666666666666667,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.02666666666666667,0.02333333333333333,0.02666666666666667,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.02666666666666667,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.02666666666666667,0.0033333333333333335,0.02666666666666667,0.0,0.02666666666666667,0.03666666666666667,0.03666666666666667,0.03666666666666667,0.003448275862068966,0.03666666666666667,0.0033333333333333335,0.04000000000000001,0.02666666666666667,0.02666666666666667,0.03333333333333333,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.02333333333333333,0.013333333333333334,0.013333333333333334,0.02,0.01,0.041176470588235294,0.02666666666666667,0.02333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.031818181818181815,0.05,0.045454545454545456,0.045454545454545456,0.05,0.02333333333333333
05:55:00,0.05,0.05333333333333334,0.07333333333333333,0.06333333333333334,0.05,0.05333333333333334,0.05333333333333334,0.05,0.05333333333333334,0.05,0.060000000000000005,0.06666666666666667,0.05,0.07333333333333333,0.056666666666666664,0.07333333333333333,0.05333333333333334,0.05333333333333334,0.05333333333333334,0.05333333333333334,0.05,0.05333333333333334,0.060000000000000005,0.05333333333333334,0.056666666666666664,0.06333333333333334,0.05,0.03666666666666667,0.056666666666666664,0.05333333333333334,0.05333333333333334,0.04666666666666666,0.05333333333333334,0.05,0.07,0.006666666666666667,0.08666666666666666,0.0,0.07666666666666666,0.08666666666666666,0.07666666666666666,0.08,0.017241379310344827,0.07666666666666666,0.013333333333333334,0.09333333333333332,0.08666666666666666,0.07,0.06333333333333334,0.06333333333333334,0.06333333333333334,0.06333333333333334,0.06666666666666667,0.06333333333333334,0.06333333333333334,0.060000000000000005,0.029999999999999995,0.05000000000000001,0.04666666666666667,0.04666666666666667,0.07058823529411766,0.05333333333333334,0.07,0.012499999999999999,0.012499999999999999,0.012499999999999999,0.012499999999999999,0.012499999999999999,0.0,0.08636363636363636,0.1,0.1,0.1,0.10909090909090909,0.05
06:00:00,0.11333333333333333,0.12666666666666665,0.15,0.12666666666666665,0.11999999999999998,0.11666666666666667,0.12333333333333332,0.11333333333333331,0.12666666666666665,0.12333333333333332,0.11666666666666665,0.12666666666666665,0.12333333333333331,0.13,0.13,0.13,0.11999999999999998,0.13333333333333333,0.14,0.13333333333333333,0.12333333333333332,0.09666666666666665,0.13666666666666666,0.12333333333333332,0.13333333333333333,0.13,0.11,0.08,0.14333333333333334,0.11333333333333333,0.10666666666666666,0.10666666666666666,0.11333333333333333,0.11666666666666665,0.13333333333333333,0.026666666666666665,0.16999999999999998,0.0,0.16999999999999998,0.16999999999999998,0.16,0.17333333333333334,0.03793103448275861,0.16999999999999998,0.03666666666666666,0.21000000000000005,0.18,0.13,0.10666666666666666,0.11666666666666667,0.11333333333333333,0.10666666666666666,0.11999999999999998,0.11,0.11333333333333333,0.11,0.06333333333333334,0.09666666666666665,0.09,0.09333333333333332,0.10588235294117647,0.10333333333333332,0.11,0.029166666666666664,0.029166666666666664,0.029166666666666664,0.029166666666666664,0.029166666666666664,0.0,0.22727272727272724,0.23636363636363633,0.23181818181818176,0.23636363636363633,0.24545454545454543,0.09666666666666666
06:05:00,0.23333333333333336,0.22666666666666668,0.24333333333333335,0.23,0.22333333333333336,0.22333333333333333,0.22333333333333333,0.21666666666666667,0.22666666666666668,0.22000000000000003,0.22000000000000003,0.23666666666666672,0.21666666666666667,0.23,0.23333333333333336,0.23000000000000004,0.21333333333333335,0.22333333333333333,0.22666666666666668,0.22666666666666668,0.22000000000000003,0.2033333333333333,0.24666666666666676,0.22333333333333333,0.2500000000000001,0.23333333333333336,0.21666666666666667,0.1733333333333333,0.2500000000000001,0.22666666666666666,0.22666666666666666,0.22333333333333333,0.22333333333333333,0.22333333333333333,0.25666666666666677,0.05000000000000002,0.2766666666666667,0.010000000000000002,0.2800000000000001,0.2733333333333334,0.28000000000000014,0.2933333333333334,0.08620689655172416,0.2766666666666667,0.06666666666666667,0.33000000000000007,0.2900000000000001,0.2466666666666667,0.2,0.21000000000000005,0.2,0.21,0.22333333333333336,0.21,0.20333333333333334,0.2,0.16000000000000003,0.21000000000000005,0.21,0.22333333333333336,0.22941176470588232,0.23,0.21666666666666667,0.1208333333333333,0.1208333333333333,0.1208333333333333,0.11249999999999999,0.11249999999999999,0.004166666666666667,0.34545454545454546,0.35454545454545466,0.35454545454545466,0.35454545454545466,0.3590909090909092,0.20000000000000004
06:10:00,0.36000000000000015,0.3500000000000002,0.37333333333333346,0.3433333333333335,0.33666666666666684,0.3433333333333335,0.33333333333333354,0.3300000000000002,0.35000000000000014,0.33666666666666684,0.33333333333333354,0.3466666666666668,0.2733333333333334,0.3466666666666668,0.38000000000000017,0.34333333333333355,0.31666666666666676,0.33666666666666684,0.36333333333333345,0.3466666666666668,0.33333333333333354,0.3200000000000001,0.37333333333333346,0.35000000000000014,0.3666666666666668,0.36333333333333345,0.33333333333333354,0.26000000000000006,0.3733333333333334,0.34000000000000014,0.3200000000000002,0.3200000000000002,0.33666666666666684,0.3166666666666668,0.3800000000000001,0.1066666666666667,0.43000000000000027,0.03333333333333333,0.42333333333333356,0.4200000000000002,0.4200000000000002,0.4366666666666668,0.15172413793103445,0.4266666666666669,0.13333333333333336,0.5133333333333334,0.45333333333333353,0.3900000000000002,0.3233333333333335,0.3433333333333335,0.3266666666666668,0.3166666666666668,0.35666666666666674,0.31666666666666676,0.3433333333333335,0.30333333333333345,0.26333333333333336,0.37666666666666676,0.33333333333333354,0.34333333333333355,0.37058823529411766,0.3633333333333334,0.34333333333333343,0.25000000000000006,0.2416666666666667,0.25416666666666676,0.25000000000000006,0.25416666666666676,0.03333333333333333,0.4590909090909093,0.4727272727272729,0.4772727272727275,0.46363636363636385,0.49545454545454554,0.2933333333333334
06:15:00,0.5366666666666667,0.5233333333333335,0.5466666666666667,0.5133333333333335,0.5033333333333335,0.5100000000000002,0.5000000000000002,0.5066666666666669,0.5366666666666668,0.5066666666666669,0.5133333333333335,0.5400000000000001,0.4933333333333335,0.5333333333333334,0.5566666666666666,0.5233333333333335,0.5066666666666669,0.5133333333333335,0.5366666666666668,0.5266666666666668,0.5166666666666668,0.5066666666666669,0.57,0.5366666666666668,0.5666666666666667,0.5633333333333332,0.5133333333333335,0.4400000000000002,0.5633333333333332,0.5300000000000001,0.5133333333333335,0.5133333333333335,0.5233333333333335,0.5100000000000002,0.5899999999999999,0.21333333333333332,0.6,0.09666666666666668,0.6099999999999999,0.6066666666666667,0.6099999999999999,0.6166666666666666,0.29655172413793096,0.6033333333333333,0.25999999999999995,0.6933333333333332,0.6233333333333332,0.5933333333333333,0.5300000000000001,0.5566666666666666,0.5366666666666667,0.5333333333333335,0.5666666666666665,0.5333333333333334,0.5433333333333333,0.5166666666666668,0.45000000000000023,0.5799999999999998,0.55,0.5700000000000001,0.5235294117647059,0.5899999999999999,0.56,0.43750000000000017,0.4416666666666668,0.44583333333333347,0.43750000000000017,0.4666666666666668,0.09166666666666667,0.6363636363636365,0.6545454545454545,0.640909090909091,0.6545454545454545,0.6681818181818181,0.4766666666666669
06:20:00,0.6866666666666666,0.6766666666666665,0.6766666666666665,0.6733333333333332,0.6599999999999998,0.6699999999999998,0.6599999999999999,0.6566666666666666,0.6833333333333332,0.6666666666666666,0.6566666666666665,0.6866666666666666,0.6166666666666666,0.6833333333333332,0.6933333333333334,0.6799999999999998,0.6799999999999998,0.6799999999999998,0.6866666666666666,0.6899999999999998,0.6733333333333332,0.6299999999999998,0.7233333333333333,0.6833333333333332,0.7033333333333334,0.6966666666666667,0.6633333333333333,0.5700000000000001,0.7100000000000001,0.6766666666666665,0.6666666666666665,0.6533333333333332,0.6766666666666665,0.6666666666666666,0.7433333333333334,0.3599999999999998,0.7766666666666667,0.21000000000000002,0.7866666666666667,0.78,0.7633333333333334,0.7900000000000001,0.44137931034482764,0.7533333333333333,0.42666666666666664,0.8600000000000002,0.7833333333333333,0.76,0.7166666666666666,0.7366666666666667,0.7366666666666667,0.7033333333333333,0.7466666666666667,0.7100000000000001,0.7366666666666666,0.6866666666666666,0.6066666666666666,0.7799999999999999,0.7333333333333332,0.7466666666666665,0.6705882352941177,0.7799999999999999,0.73,0.6041666666666666,0.6083333333333334,0.6166666666666667,0.6208333333333333,0.6416666666666666,0.23333333333333325,0.8045454545454546,0.818181818181818,0.8136363636363636,0.818181818181818,0.8318181818181817,0.6133333333333331
